Area_name,STCOU,EDU010187F,EDU010187D,EDU010187N1,EDU010187N2,EDU010188F,EDU010188D,EDU010188N1,EDU010188N2,EDU010189F,EDU010189D,EDU010189N1,EDU010189N2,EDU010190F,EDU010190D,EDU010190N1,EDU010190N2,EDU010191F,EDU010191D,EDU010191N1,EDU010191N2,EDU010192F,EDU010192D,EDU010192N1,EDU010192N2,EDU010193F,EDU010193D,EDU010193N1,EDU010193N2,EDU010194F,EDU010194D,EDU010194N1,EDU010194N2,EDU010195F,EDU010195D,EDU010195N1,EDU010195N2,EDU010196F,EDU010196D,EDU010196N1,EDU010196N2
"Cascade, MT",30013,0,13865,0000,0000,0,13841,0000,0000,0,13938,0000,0000,0,14140,0000,0000,0,14360,0000,0000,0,14654,0000,0000,0,14846,0000,0000,0,15119,0000,0000,0,15156,0000,0000,0,15178,0000,0000
"Chouteau, MT",30015,0,1157,0000,0000,0,1150,0000,0000,0,1139,0000,0000,0,1139,0000,0000,0,1135,0000,0000,0,1135,0000,0000,0,1129,0000,0000,0,1114,0000,0000,0,1128,0000,0000,0,1128,0000,0000
"Custer, MT",30017,0,2451,0000,0000,0,2381,0000,0000,0,2193,0000,0000,0,2276,0000,0000,0,2252,0000,0000,0,2270,0000,0000,0,2322,0000,0000,0,2351,0000,0000,0,2357,0000,0000,0,2309,0000,0000
"Daniels, MT",30019,0,510,0000,0000,0,500,0000,0000,0,503,0000,0000,0,499,0000,0000,0,476,0000,0000,0,462,0000,0000,0,472,0000,0000,0,474,0000,0000,0,462,0000,0000,0,446,0000,0000
"Dawson, MT",30021,0,2077,0000,0000,0,2069,0000,0000,0,2005,0000,0000,0,1925,0000,0000,0,1918,0000,0000,0,1914,0000,0000,0,1882,0000,0000,0,1820,0000,0000,0,1824,0000,0000,0,1831,0000,0000
"Deer Lodge, MT",30023,0,1794,0000,0000,0,1734,0000,0000,0,1699,0000,0000,0,1639,0000,0000,0,1665,0000,0000,0,1659,0000,0000,0,1702,0000,0000,0,1722,0000,0000,0,1734,0000,0000,0,1765,0000,0000
"Fallon, MT",30025,0,757,0000,0000,0,775,0000,0000,0,742,0000,0000,0,728,0000,0000,0,756,0000,0000,0,719,0000,0000,0,714,0000,0000,0,743,0000,0000,0,733,0000,0000,0,752,0000,0000
"Fergus, MT",30027,0,2275,0000,0000,0,2216,0000,0000,0,2180,0000,0000,0,2231,0000,0000,0,2285,0000,0000,0,2349,0000,0000,0,2440,0000,0000,0,2437,0000,0000,0,2389,0000,0000,0,2483,0000,0000
"Flathead, MT",30029,0,11631,0000,0000,0,11578,0000,0000,0,12147,0000,0000,0,11856,0000,0000,0,12123,0000,0000,0,12483,0000,0000,0,12978,0000,0000,0,13173,0000,0000,0,13317,0000,0000,0,13676,0000,0000
"Gallatin, MT",30031,0,7449,0000,0000,0,7465,0000,0000,0,7551,0000,0000,0,7740,0000,0000,0,7989,0000,0000,0,8217,0000,0000,0,8627,0000,0000,0,8822,0000,0000,0,9156,0000,0000,0,9260,0000,0000
"Garfield, MT",30033,0,321,0000,0000,0,340,0000,0000,0,337,0000,0000,0,348,0000,0000,0,333,0000,0000,0,305,0000,0000,0,331,0000,0000,0,316,0000,0000,0,290,0000,0000,0,276,0000,0000
"Glacier, MT",30035,0,2973,0000,0000,0,3046,0000,0000,0,2958,0000,0000,0,2933,0000,0000,0,2930,0000,0000,0,2951,0000,0000,0,3077,0000,0000,0,3184,0000,0000,0,3256,0000,0000,0,3339,0000,0000
"Golden Valley, MT",30037,0,175,0000,0000,0,177,0000,0000,0,158,0000,0000,0,151,0000,0000,0,160,0000,0000,0,145,0000,0000,0,190,0000,0000,0,194,0000,0000,0,215,0000,0000,0,232,0000,0000
"Granite, MT",30039,0,507,0000,0000,0,527,0000,0000,0,541,0000,0000,0,519,0000,0000,0,543,0000,0000,0,529,0000,0000,0,536,0000,0000,0,538,0000,0000,0,548,0000,0000,0,532,0000,0000
"Hill, MT",30041,0,3278,0000,0000,0,3331,0000,0000,0,3397,0000,0000,0,3421,0000,0000,0,3517,0000,0000,0,3679,0000,0000,0,3689,0000,0000,0,3698,0000,0000,0,3696,0000,0000,0,3725,0000,0000
"Jefferson, MT",30043,0,1575,0000,0000,0,1576,0000,0000,0,1600,0000,0000,0,1607,0000,0000,0,1628,0000,0000,0,1692,0000,0000,0,1761,0000,0000,0,1847,0000,0000,0,1889,0000,0000,0,1955,0000,0000
"Judith Basin, MT",30045,0,443,0000,0000,0,392,0000,0000,0,407,0000,0000,0,420,0000,0000,0,448,0000,0000,0,328,0000,0000,0,456,0000,0000,0,470,0000,0000,0,488,0000,0000,0,471,0000,0000
"Lake, MT",30047,0,4190,0000,0000,0,4260,0000,0000,0,4273,0000,0000,0,4241,0000,0000,0,4290,0000,0000,0,4425,0000,0000,0,4555,0000,0000,0,4697,0000,0000,0,4787,0000,0000,0,4831,0000,0000
"Lewis and Clark, MT",30049,0,9366,0000,0000,0,9271,0000,0000,0,9227,0000,0000,0,9240,0000,0000,0,9380,0000,0000,0,9621,0000,0000,0,9883,0000,0000,0,10148,0000,0000,0,10425,0000,0000,0,10323,0000,0000
"Liberty, MT",30051,0,486,0000,0000,0,497,0000,0000,0,536,0000,0000,0,523,0000,0000,0,518,0000,0000,0,499,0000,0000,0,553,0000,0000,0,558,0000,0000,0,564,0000,0000,0,544,0000,0000
"Lincoln, MT",30053,0,3971,0000,0000,0,3971,0000,0000,0,3832,0000,0000,0,3913,0000,0000,0,3886,0000,0000,0,3832,0000,0000,0,3934,0000,0000,0,3981,0000,0000,0,3911,0000,0000,0,3876,0000,0000
"McCone, MT",30055,0,1031,0000,0000,0,1012,0000,0000,0,1013,0000,0000,0,1010,0000,0000,0,1025,0000,0000,0,1021,0000,0000,0,1048,0000,0000,0,1083,0000,0000,0,1111,0000,0000,0,1148,0000,0000
"Madison, MT",30057,0,492,0000,0000,0,476,0000,0000,0,475,0000,0000,0,440,0000,0000,0,402,0000,0000,0,376,0000,0000,0,360,0000,0000,0,361,0000,0000,0,348,0000,0000,0,350,0000,0000
"Meagher, MT",30059,0,361,0000,0000,0,312,0000,0000,0,313,0000,0000,0,297,0000,0000,0,309,0000,0000,0,299,0000,0000,0,305,0000,0000,0,306,0000,0000,0,328,0000,0000,0,323,0000,0000
"Mineral, MT",30061,0,838,0000,0000,0,807,0000,0000,0,823,0000,0000,0,867,0000,0000,0,894,0000,0000,0,881,0000,0000,0,942,0000,0000,0,916,0000,0000,0,901,0000,0000,0,935,0000,0000
"Missoula, MT",30063,0,13042,0000,0000,0,13050,0000,0000,0,13130,0000,0000,0,13188,0000,0000,0,13469,0000,0000,0,13910,0000,0000,0,14313,0000,0000,0,14513,0000,0000,0,14511,0000,0000,0,14508,0000,0000
"Musselshell, MT",30065,0,928,0000,0000,0,874,0000,0000,0,836,0000,0000,0,834,0000,0000,0,832,0000,0000,0,820,0000,0000,0,810,0000,0000,0,878,0000,0000,0,885,0000,0000,0,916,0000,0000
"Park, MT",30067,0,2182,0000,0000,0,2231,0000,0000,0,2253,0000,0000,0,2174,0000,0000,0,2178,0000,0000,0,2244,0000,0000,0,2358,0000,0000,0,2476,0000,0000,0,2560,0000,0000,0,2487,0000,0000
"Petroleum, MT",30069,0,113,0000,0000,0,109,0000,0000,0,121,0000,0000,0,100,0000,0000,0,107,0000,0000,0,108,0000,0000,0,94,0000,0000,0,98,0000,0000,0,118,0000,0000,0,117,0000,0000
"Phillips, MT",30071,0,1082,0000,0000,0,1070,0000,0000,0,1089,0000,0000,0,1076,0000,0000,0,1040,0000,0000,0,1068,0000,0000,0,1079,0000,0000,0,1065,0000,0000,0,1104,0000,0000,0,1084,0000,0000
"Pondera, MT",30073,0,1305,0000,0000,0,1363,0000,0000,0,1408,0000,0000,0,1453,0000,0000,0,1431,0000,0000,0,1441,0000,0000,0,1511,0000,0000,0,1533,0000,0000,0,1531,0000,0000,0,1568,0000,0000
"Powder River, MT",30075,0,467,0000,0000,0,439,0000,0000,0,429,0000,0000,0,452,0000,0000,0,385,0000,0000,0,390,0000,0000,0,396,0000,0000,0,389,0000,0000,0,429,0000,0000,0,439,0000,0000
"Powell, MT",30077,0,1171,0000,0000,0,1170,0000,0000,0,1112,0000,0000,0,1088,0000,0000,0,1128,0000,0000,0,1131,0000,0000,0,1148,0000,0000,0,1159,0000,0000,0,1165,0000,0000,0,1208,0000,0000
"Prairie, MT",30079,0,327,0000,0000,0,321,0000,0000,0,304,0000,0000,0,275,0000,0000,0,249,0000,0000,0,249,0000,0000,0,265,0000,0000,0,246,0000,0000,0,254,0000,0000,0,251,0000,0000
"Ravalli, MT",30081,0,4838,0000,0000,0,4847,0000,0000,0,4813,0000,0000,0,4880,0000,0000,0,4876,0000,0000,0,5209,0000,0000,0,5527,0000,0000,0,5861,0000,0000,0,6024,0000,0000,0,6349,0000,0000
"Richland, MT",30083,0,2636,0000,0000,0,2549,0000,0000,0,2502,0000,0000,0,2443,0000,0000,0,2372,0000,0000,0,2372,0000,0000,0,2322,0000,0000,0,2309,0000,0000,0,2353,0000,0000,0,2304,0000,0000
"Roosevelt, MT",30085,0,2738,0000,0000,0,2705,0000,0000,0,2751,0000,0000,0,2727,0000,0000,0,2709,0000,0000,0,2776,0000,0000,0,2848,0000,0000,0,2883,0000,0000,0,2908,0000,0000,0,2938,0000,0000
"Rosebud, MT",30087,0,2863,0000,0000,0,2689,0000,0000,0,2626,0000,0000,0,2637,0000,0000,0,2763,0000,0000,0,2632,0000,0000,0,2750,0000,0000,0,2698,0000,0000,0,2757,0000,0000,0,2592,0000,0000
"Sanders, MT",30089,0,1779,0000,0000,0,1762,0000,0000,0,1806,0000,0000,0,1744,0000,0000,0,1728,0000,0000,0,1763,0000,0000,0,1873,0000,0000,0,1999,0000,0000,0,2004,0000,0000,0,1963,0000,0000
"Sheridan, MT",30091,0,1041,0000,0000,0,1019,0000,0000,0,1006,0000,0000,0,1002,0000,0000,0,980,0000,0000,0,999,0000,0000,0,953,0000,0000,0,925,0000,0000,0,917,0000,0000,0,911,0000,0000
"Silver Bow, MT",30093,0,5946,0000,0000,0,5787,0000,0000,0,5663,0000,0000,0,5584,0000,0000,0,5626,0000,0000,0,5582,0000,0000,0,5703,0000,0000,0,5836,0000,0000,0,5877,0000,0000,0,5916,0000,0000
"Stillwater, MT",30095,0,1317,0000,0000,0,1360,0000,0000,0,1388,0000,0000,0,1424,0000,0000,0,1446,0000,0000,0,1460,0000,0000,0,1492,0000,0000,0,1537,0000,0000,0,1541,0000,0000,0,1606,0000,0000
"Sweet Grass, MT",30097,0,668,0000,0000,0,618,0000,0000,0,609,0000,0000,0,589,0000,0000,0,589,0000,0000,0,573,0000,0000,0,576,0000,0000,0,602,0000,0000,0,591,0000,0000,0,596,0000,0000
"Teton, MT",30099,0,1272,0000,0000,0,1273,0000,0000,0,1275,0000,0000,0,1266,0000,0000,0,1296,0000,0000,0,1310,0000,0000,0,1322,0000,0000,0,1406,0000,0000,0,1375,0000,0000,0,1396,0000,0000
"Toole, MT",30101,0,965,0000,0000,0,1056,0000,0000,0,1063,0000,0000,0,1042,0000,0000,0,1017,0000,0000,0,1043,0000,0000,0,1097,0000,0000,0,1151,0000,0000,0,1148,0000,0000,0,1131,0000,0000
"Treasure, MT",30103,0,192,0000,0000,0,197,0000,0000,0,177,0000,0000,0,181,0000,0000,0,171,0000,0000,0,195,0000,0000,0,192,0000,0000,0,187,0000,0000,0,185,0000,0000,0,162,0000,0000
"Valley, MT",30105,0,1879,0000,0000,0,1799,0000,0000,0,1780,0000,0000,0,1697,0000,0000,0,1690,0000,0000,0,1673,0000,0000,0,1673,0000,0000,0,1631,0000,0000,0,1607,0000,0000,0,1619,0000,0000
"Wheatland, MT",30107,0,432,0000,0000,0,446,0000,0000,0,436,0000,0000,0,435,0000,0000,0,465,0000,0000,0,429,0000,0000,0,464,0000,0000,0,459,0000,0000,0,465,0000,0000,0,478,0000,0000
"Wibaux, MT",30109,0,287,0000,0000,0,261,0000,0000,0,255,0000,0000,0,247,0000,0000,0,248,0000,0000,0,235,0000,0000,0,237,0000,0000,0,226,0000,0000,0,251,0000,0000,0,224,0000,0000
"Yellowstone, MT",30111,0,21724,0000,0000,0,21416,0000,0000,0,20994,0000,0000,0,20476,0000,0000,0,20968,0000,0000,0,21388,0000,0000,0,21889,0000,0000,0,22234,0000,0000,0,22108,0000,0000,0,22291,0000,0000
"Yellowstone National Park, MT",30113,0,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,0,0,0000,0000,0,0,0000,0000,0,0,0000,0000,3,0,0000,0000,3,0,0000,0000
NEBRASKA,31000,0,266705,0000,0000,0,268100,0000,0000,0,269434,0000,0000,0,270920,0000,0000,0,273241,0000,0000,0,279552,0000,0000,0,282476,0000,0000,0,285097,0000,0000,0,287100,0000,0000,0,289744,0000,0000
"Adams, NE",31001,0,4345,0000,0000,0,4538,0000,0000,0,4451,0000,0000,0,4606,0000,0000,0,4694,0000,0000,0,4699,0000,0000,0,4828,0000,0000,0,4826,0000,0000,0,4903,0000,0000,0,4901,0000,0000
"Antelope, NE",31003,0,1278,0000,0000,0,1271,0000,0000,0,1273,0000,0000,0,1331,0000,0000,0,1325,0000,0000,0,1325,0000,0000,0,1320,0000,0000,0,1345,0000,0000,0,1340,0000,0000,0,1310,0000,0000
"Arthur, NE",31005,0,88,0000,0000,0,98,0000,0000,0,81,0000,0000,0,89,0000,0000,0,78,0000,0000,0,93,0000,0000,0,101,0000,0000,0,109,0000,0000,0,103,0000,0000,0,82,0000,0000
"Banner, NE",31007,0,205,0000,0000,0,199,0000,0000,0,206,0000,0000,0,198,0000,0000,0,209,0000,0000,0,191,0000,0000,0,195,0000,0000,0,204,0000,0000,0,204,0000,0000,0,221,0000,0000
"Blaine, NE",31009,0,187,0000,0000,0,181,0000,0000,0,213,0000,0000,0,202,0000,0000,0,172,0000,0000,0,186,0000,0000,0,185,0000,0000,0,178,0000,0000,0,174,0000,0000,0,177,0000,0000
"Boone, NE",31011,0,1000,0000,0000,0,1146,0000,0000,0,1160,0000,0000,0,1190,0000,0000,0,1249,0000,0000,0,1227,0000,0000,0,1242,0000,0000,0,1269,0000,0000,0,1299,0000,0000,0,1336,0000,0000
"Box Butte, NE",31013,0,2892,0000,0000,0,2931,0000,0000,0,2936,0000,0000,0,3005,0000,0000,0,2965,0000,0000,0,2952,0000,0000,0,2906,0000,0000,0,2952,0000,0000,0,2965,0000,0000,0,2908,0000,0000
"Boyd, NE",31015,0,597,0000,0000,0,591,0000,0000,0,628,0000,0000,0,629,0000,0000,0,624,0000,0000,0,625,0000,0000,0,650,0000,0000,0,632,0000,0000,0,597,0000,0000,0,619,0000,0000
"Brown, NE",31017,0,756,0000,0000,0,734,0000,0000,0,717,0000,0000,0,713,0000,0000,0,714,0000,0000,0,724,0000,0000,0,716,0000,0000,0,698,0000,0000,0,691,0000,0000,0,689,0000,0000
"Buffalo, NE",31019,0,6462,0000,0000,0,6551,0000,0000,0,6725,0000,0000,0,6680,0000,0000,0,6761,0000,0000,0,6851,0000,0000,0,6899,0000,0000,0,7097,0000,0000,0,7217,0000,0000,0,7282,0000,0000
"Burt, NE",31021,0,1587,0000,0000,0,1586,0000,0000,0,1613,0000,0000,0,1636,0000,0000,0,1662,0000,0000,0,1677,0000,0000,0,1718,0000,0000,0,1703,0000,0000,0,1683,0000,0000,0,1708,0000,0000
"Butler, NE",31023,0,1181,0000,0000,0,1200,0000,0000,0,1217,0000,0000,0,1206,0000,0000,0,1222,0000,0000,0,1231,0000,0000,0,1270,0000,0000,0,1296,0000,0000,0,1308,0000,0000,0,1330,0000,0000
"Cass, NE",31025,0,3391,0000,0000,0,3348,0000,0000,0,3446,0000,0000,0,3455,0000,0000,0,3169,0000,0000,0,3523,0000,0000,0,3478,0000,0000,0,3456,0000,0000,0,3468,0000,0000,0,3534,0000,0000
"Cedar, NE",31027,0,1690,0000,0000,0,1690,0000,0000,0,1675,0000,0000,0,1654,0000,0000,0,1710,0000,0000,0,1762,0000,0000,0,1775,0000,0000,0,1811,0000,0000,0,1864,0000,0000,0,1881,0000,0000
"Chase, NE",31029,0,1012,0000,0000,0,988,0000,0000,0,964,0000,0000,0,993,0000,0000,0,983,0000,0000,0,987,0000,0000,0,1087,0000,0000,0,1065,0000,0000,0,1117,0000,0000,0,1117,0000,0000
"Cherry, NE",31031,0,1102,0000,0000,0,1085,0000,0000,0,1135,0000,0000,0,1092,0000,0000,0,1076,0000,0000,0,1084,0000,0000,0,1113,0000,0000,0,1147,0000,0000,0,1155,0000,0000,0,1162,0000,0000
"Cheyenne, NE",31033,0,1846,0000,0000,0,1926,0000,0000,0,1924,0000,0000,0,1929,0000,0000,0,1954,0000,0000,0,2102,0000,0000,0,2127,0000,0000,0,2106,0000,0000,0,2080,0000,0000,0,2054,0000,0000
"Clay, NE",31035,0,1604,0000,0000,0,1589,0000,0000,0,1567,0000,0000,0,1528,0000,0000,0,1482,0000,0000,0,1548,0000,0000,0,1572,0000,0000,0,1577,0000,0000,0,1592,0000,0000,0,1575,0000,0000
"Colfax, NE",31037,0,1781,0000,0000,0,1800,0000,0000,0,1793,0000,0000,0,1824,0000,0000,0,1849,0000,0000,0,1887,0000,0000,0,1955,0000,0000,0,2006,0000,0000,0,2110,0000,0000,0,2158,0000,0000
"Cuming, NE",31039,0,1692,0000,0000,0,1693,0000,0000,0,1687,0000,0000,0,1634,0000,0000,0,1610,0000,0000,0,1623,0000,0000,0,1633,0000,0000,0,1632,0000,0000,0,1628,0000,0000,0,1672,0000,0000
"Custer, NE",31041,0,2448,0000,0000,0,2410,0000,0000,0,2403,0000,0000,0,2394,0000,0000,0,2346,0000,0000,0,2433,0000,0000,0,2442,0000,0000,0,2486,0000,0000,0,2446,0000,0000,0,2389,0000,0000
"Dakota, NE",31043,0,3004,0000,0000,0,2977,0000,0000,0,2913,0000,0000,0,2890,0000,0000,0,2991,0000,0000,0,3103,0000,0000,0,3127,0000,0000,0,3235,0000,0000,0,3383,0000,0000,0,3442,0000,0000
"Dawes, NE",31045,0,1807,0000,0000,0,1811,0000,0000,0,1814,0000,0000,0,1776,0000,0000,0,1781,0000,0000,0,1716,0000,0000,0,1726,0000,0000,0,1706,0000,0000,0,1662,0000,0000,0,1616,0000,0000
"Dawson, NE",31047,0,4309,0000,0000,0,4299,0000,0000,0,4295,0000,0000,0,4272,0000,0000,0,4318,0000,0000,0,4640,0000,0000,0,4780,0000,0000,0,4921,0000,0000,0,4890,0000,0000,0,5070,0000,0000
"Deuel, NE",31049,0,463,0000,0000,0,475,0000,0000,0,483,0000,0000,0,472,0000,0000,0,449,0000,0000,0,452,0000,0000,0,442,0000,0000,0,442,0000,0000,0,463,0000,0000,0,554,0000,0000
"Dixon, NE",31051,0,1221,0000,0000,0,1211,0000,0000,0,1192,0000,0000,0,790,0000,0000,0,792,0000,0000,0,788,0000,0000,0,804,0000,0000,0,813,0000,0000,0,796,0000,0000,0,826,0000,0000
"Dodge, NE",31053,0,6267,0000,0000,0,6250,0000,0000,0,6256,0000,0000,0,6254,0000,0000,0,6213,0000,0000,0,6372,0000,0000,0,6327,0000,0000,0,6340,0000,0000,0,6361,0000,0000,0,6356,0000,0000
"Douglas, NE",31055,0,67870,0000,0000,0,68025,0000,0000,0,68190,0000,0000,0,68716,0000,0000,0,69811,0000,0000,0,71504,0000,0000,0,72324,0000,0000,0,73006,0000,0000,0,73393,0000,0000,0,74575,0000,0000
"Dundy, NE",31057,0,427,0000,0000,0,434,0000,0000,0,428,0000,0000,0,435,0000,0000,0,410,0000,0000,0,412,0000,0000,0,425,0000,0000,0,413,0000,0000,0,402,0000,0000,0,391,0000,0000
"Fillmore, NE",31059,0,1306,0000,0000,0,1330,0000,0000,0,1302,0000,0000,0,1360,0000,0000,0,1333,0000,0000,0,1379,0000,0000,0,1409,0000,0000,0,1400,0000,0000,0,1368,0000,0000,0,1379,0000,0000
"Franklin, NE",31061,0,618,0000,0000,0,600,0000,0000,0,603,0000,0000,0,576,0000,0000,0,587,0000,0000,0,584,0000,0000,0,594,0000,0000,0,580,0000,0000,0,574,0000,0000,0,574,0000,0000
"Frontier, NE",31063,0,597,0000,0000,0,614,0000,0000,0,626,0000,0000,0,614,0000,0000,0,646,0000,0000,0,664,0000,0000,0,652,0000,0000,0,684,0000,0000,0,709,0000,0000,0,729,0000,0000
"Furnas, NE",31065,0,1232,0000,0000,0,1242,0000,0000,0,1200,0000,0000,0,1154,0000,0000,0,1144,0000,0000,0,1207,0000,0000,0,1196,0000,0000,0,1339,0000,0000,0,1352,0000,0000,0,1357,0000,0000
"Gage, NE",31067,0,3166,0000,0000,0,3161,0000,0000,0,3124,0000,0000,0,3237,0000,0000,0,3288,0000,0000,0,3329,0000,0000,0,3421,0000,0000,0,3430,0000,0000,0,3392,0000,0000,0,3415,0000,0000
"Garden, NE",31069,0,462,0000,0000,0,436,0000,0000,0,440,0000,0000,0,409,0000,0000,0,432,0000,0000,0,463,0000,0000,0,460,0000,0000,0,422,0000,0000,0,475,0000,0000,0,458,0000,0000
"Garfield, NE",31071,0,432,0000,0000,0,440,0000,0000,0,442,0000,0000,0,435,0000,0000,0,434,0000,0000,0,426,0000,0000,0,417,0000,0000,0,424,0000,0000,0,425,0000,0000,0,417,0000,0000
"Gosper, NE",31073,0,226,0000,0000,0,225,0000,0000,0,215,0000,0000,0,224,0000,0000,0,221,0000,0000,0,237,0000,0000,0,239,0000,0000,0,246,0000,0000,0,257,0000,0000,0,228,0000,0000
"Grant, NE",31075,0,172,0000,0000,0,178,0000,0000,0,190,0000,0000,0,173,0000,0000,0,196,0000,0000,0,199,0000,0000,0,224,0000,0000,0,224,0000,0000,0,247,0000,0000,0,242,0000,0000
"Greeley, NE",31077,0,635,0000,0000,0,630,0000,0000,0,646,0000,0000,0,661,0000,0000,0,683,0000,0000,0,729,0000,0000,0,705,0000,0000,0,728,0000,0000,0,723,0000,0000,0,709,0000,0000
"Hall, NE",31079,0,9123,0000,0000,0,9214,0000,0000,0,9129,0000,0000,0,9121,0000,0000,0,9214,0000,0000,0,9295,0000,0000,0,9351,0000,0000,0,9404,0000,0000,0,9411,0000,0000,0,9459,0000,0000
"Hamilton, NE",31081,0,1673,0000,0000,0,1596,0000,0000,0,1622,0000,0000,0,1596,0000,0000,0,1633,0000,0000,0,1659,0000,0000,0,1658,0000,0000,0,1735,0000,0000,0,1685,0000,0000,0,1733,0000,0000
"Harlan, NE",31083,0,522,0000,0000,0,529,0000,0000,0,550,0000,0000,0,530,0000,0000,0,535,0000,0000,0,496,0000,0000,0,523,0000,0000,0,389,0000,0000,0,395,0000,0000,0,409,0000,0000
"Hayes, NE",31085,0,174,0000,0000,0,186,0000,0000,0,179,0000,0000,0,178,0000,0000,0,175,0000,0000,0,195,0000,0000,0,186,0000,0000,0,175,0000,0000,0,166,0000,0000,0,161,0000,0000
"Hitchcock, NE",31087,0,788,0000,0000,0,789,0000,0000,0,771,0000,0000,0,773,0000,0000,0,766,0000,0000,0,777,0000,0000,0,625,0000,0000,0,595,0000,0000,0,569,0000,0000,0,576,0000,0000
"Holt, NE",31089,0,2244,0000,0000,0,2220,0000,0000,0,2209,0000,0000,0,2226,0000,0000,0,2216,0000,0000,0,2255,0000,0000,0,2256,0000,0000,0,2345,0000,0000,0,2335,0000,0000,0,2312,0000,0000
"Hooker, NE",31091,0,225,0000,0000,0,238,0000,0000,0,232,0000,0000,0,251,0000,0000,0,244,0000,0000,0,249,0000,0000,0,247,0000,0000,0,241,0000,0000,0,247,0000,0000,0,233,0000,0000
"Howard, NE",31093,0,1540,0000,0000,0,1485,0000,0000,0,1469,0000,0000,0,1412,0000,0000,0,1439,0000,0000,0,1454,0000,0000,0,1454,0000,0000,0,1529,0000,0000,0,1531,0000,0000,0,1579,0000,0000
"Jefferson, NE",31095,0,1906,0000,0000,0,1947,0000,0000,0,1936,0000,0000,0,1968,0000,0000,0,1978,0000,0000,0,1992,0000,0000,0,1998,0000,0000,0,1993,0000,0000,0,2025,0000,0000,0,1981,0000,0000
"Johnson, NE",31097,0,879,0000,0000,0,904,0000,0000,0,916,0000,0000,0,938,0000,0000,0,963,0000,0000,0,949,0000,0000,0,1038,0000,0000,0,1031,0000,0000,0,1007,0000,0000,0,963,0000,0000
"Kearney, NE",31099,0,1296,0000,0000,0,1282,0000,0000,0,1270,0000,0000,0,1298,0000,0000,0,1301,0000,0000,0,1281,0000,0000,0,1329,0000,0000,0,1339,0000,0000,0,1336,0000,0000,0,1378,0000,0000
"Keith, NE",31101,0,1631,0000,0000,0,1647,0000,0000,0,1619,0000,0000,0,1677,0000,0000,0,1649,0000,0000,0,1665,0000,0000,0,1692,0000,0000,0,1706,0000,0000,0,1763,0000,0000,0,1602,0000,0000
"Keya Paha, NE",31103,0,214,0000,0000,0,219,0000,0000,0,213,0000,0000,0,204,0000,0000,0,206,0000,0000,0,186,0000,0000,0,187,0000,0000,0,189,0000,0000,0,178,0000,0000,0,175,0000,0000
"Kimball, NE",31105,0,832,0000,0000,0,739,0000,0000,0,737,0000,0000,0,678,0000,0000,0,687,0000,0000,0,721,0000,0000,0,711,0000,0000,0,765,0000,0000,0,743,0000,0000,0,760,0000,0000
"Knox, NE",31107,0,1984,0000,0000,0,1932,0000,0000,0,1952,0000,0000,0,1968,0000,0000,0,1915,0000,0000,0,1954,0000,0000,0,1983,0000,0000,0,2004,0000,0000,0,2061,0000,0000,0,2082,0000,0000
"Lancaster, NE",31109,0,29320,0000,0000,0,29790,0000,0000,0,30424,0000,0000,0,31266,0000,0000,0,31925,0000,0000,0,32864,0000,0000,0,33840,0000,0000,0,34207,0000,0000,0,34734,0000,0000,0,35030,0000,0000
"Lincoln, NE",31111,0,6094,0000,0000,0,6064,0000,0000,0,6069,0000,0000,0,6064,0000,0000,0,6049,0000,0000,0,6184,0000,0000,0,6170,0000,0000,0,6155,0000,0000,0,6233,0000,0000,0,6200,0000,0000
"Logan, NE",31113,0,212,0000,0000,0,212,0000,0000,0,226,0000,0000,0,219,0000,0000,0,235,0000,0000,0,216,0000,0000,0,232,0000,0000,0,206,0000,0000,0,204,0000,0000,0,210,0000,0000
"Loup, NE",31115,0,135,0000,0000,0,126,0000,0000,0,135,0000,0000,0,126,0000,0000,0,127,0000,0000,0,134,0000,0000,0,151,0000,0000,0,150,0000,0000,0,144,0000,0000,0,156,0000,0000
"McPherson, NE",31117,0,103,0000,0000,0,104,0000,0000,0,90,0000,0000,0,101,0000,0000,0,95,0000,0000,0,96,0000,0000,0,92,0000,0000,0,104,0000,0000,0,101,0000,0000,0,113,0000,0000
"Madison, NE",31119,0,5543,0000,0000,0,5611,0000,0000,0,5791,0000,0000,0,5925,0000,0000,0,6110,0000,0000,0,6322,0000,0000,0,6621,0000,0000,0,6673,0000,0000,0,6708,0000,0000,0,6677,0000,0000
"Merrick, NE",31121,0,1556,0000,0000,0,1528,0000,0000,0,1474,0000,0000,0,1475,0000,0000,0,1476,0000,0000,0,1557,0000,0000,0,1586,0000,0000,0,1559,0000,0000,0,1567,0000,0000,0,1600,0000,0000
"Morrill, NE",31123,0,1151,0000,0000,0,1132,0000,0000,0,1097,0000,0000,0,1093,0000,0000,0,1099,0000,0000,0,1116,0000,0000,0,1113,0000,0000,0,1144,0000,0000,0,1197,0000,0000,0,1158,0000,0000
"Nance, NE",31125,0,852,0000,0000,0,846,0000,0000,0,874,0000,0000,0,864,0000,0000,0,865,0000,0000,0,870,0000,0000,0,865,0000,0000,0,909,0000,0000,0,894,0000,0000,0,887,0000,0000
