Area_name,STCOU,EDU010187F,EDU010187D,EDU010187N1,EDU010187N2,EDU010188F,EDU010188D,EDU010188N1,EDU010188N2,EDU010189F,EDU010189D,EDU010189N1,EDU010189N2,EDU010190F,EDU010190D,EDU010190N1,EDU010190N2,EDU010191F,EDU010191D,EDU010191N1,EDU010191N2,EDU010192F,EDU010192D,EDU010192N1,EDU010192N2,EDU010193F,EDU010193D,EDU010193N1,EDU010193N2,EDU010194F,EDU010194D,EDU010194N1,EDU010194N2,EDU010195F,EDU010195D,EDU010195N1,EDU010195N2,EDU010196F,EDU010196D,EDU010196N1,EDU010196N2
"Mitchell, GA",13205,0,4517,0000,0000,0,4995,0000,0000,0,4886,0000,0000,0,4893,0000,0000,0,4849,0000,0000,0,4819,0000,0000,0,4816,0000,0000,0,4727,0000,0000,0,4760,0000,0000,0,4736,0000,0000
"Monroe, GA",13207,0,2746,0000,0000,0,2898,0000,0000,0,2916,0000,0000,0,3003,0000,0000,0,3042,0000,0000,0,3158,0000,0000,0,3261,0000,0000,0,3449,0000,0000,0,3546,0000,0000,0,3660,0000,0000
"Montgomery, GA",13209,0,1249,0000,0000,0,1197,0000,0000,0,1168,0000,0000,0,1183,0000,0000,0,1186,0000,0000,0,1222,0000,0000,0,1166,0000,0000,0,1179,0000,0000,0,1237,0000,0000,0,1274,0000,0000
"Morgan, GA",13211,0,2419,0000,0000,0,2514,0000,0000,0,2528,0000,0000,0,2607,0000,0000,0,2620,0000,0000,0,2619,0000,0000,0,2605,0000,0000,0,2653,0000,0000,0,2640,0000,0000,0,2640,0000,0000
"Murray, GA",13213,0,4854,0000,0000,0,4935,0000,0000,0,5038,0000,0000,0,5162,0000,0000,0,5313,0000,0000,0,5415,0000,0000,0,5492,0000,0000,0,5573,0000,0000,0,5763,0000,0000,0,6001,0000,0000
"Muscogee, GA",13215,0,29555,0000,0000,0,30570,0000,0000,0,29640,0000,0000,0,29569,0000,0000,0,30125,0000,0000,0,31230,0000,0000,0,32076,0000,0000,0,31984,0000,0000,0,32513,0000,0000,0,33117,0000,0000
"Newton, GA",13217,0,7799,0000,0000,0,7947,0000,0000,0,7791,0000,0000,0,7879,0000,0000,0,8054,0000,0000,0,8147,0000,0000,0,8329,0000,0000,0,8523,0000,0000,0,8785,0000,0000,0,9223,0000,0000
"Oconee, GA",13219,0,2924,0000,0000,0,3032,0000,0000,0,3122,0000,0000,0,3308,0000,0000,0,3444,0000,0000,0,3574,0000,0000,0,3823,0000,0000,0,4045,0000,0000,0,4375,0000,0000,0,4571,0000,0000
"Oglethorpe, GA",13221,0,1739,0000,0000,0,1711,0000,0000,0,1718,0000,0000,0,1728,0000,0000,0,1795,0000,0000,0,1822,0000,0000,0,1867,0000,0000,0,1883,0000,0000,0,1937,0000,0000,0,1987,0000,0000
"Paulding, GA",13223,0,6650,0000,0000,0,6915,0000,0000,0,6866,0000,0000,0,7182,0000,0000,0,7604,0000,0000,0,8130,0000,0000,0,8722,0000,0000,0,9420,0000,0000,0,10282,0000,0000,0,11256,0000,0000
"Peach, GA",13225,0,3765,0000,0000,0,3922,0000,0000,0,3934,0000,0000,0,3972,0000,0000,0,4189,0000,0000,0,4384,0000,0000,0,4406,0000,0000,0,4485,0000,0000,0,4474,0000,0000,0,4478,0000,0000
"Pickens, GA",13227,0,2429,0000,0000,0,2562,0000,0000,0,2565,0000,0000,0,2653,0000,0000,0,2700,0000,0000,0,2721,0000,0000,0,2777,0000,0000,0,2946,0000,0000,0,3107,0000,0000,0,3220,0000,0000
"Pierce, GA",13229,0,2773,0000,0000,0,2814,0000,0000,0,2802,0000,0000,0,2728,0000,0000,0,2774,0000,0000,0,2807,0000,0000,0,2932,0000,0000,0,2907,0000,0000,0,3025,0000,0000,0,3048,0000,0000
"Pike, GA",13231,0,1826,0000,0000,0,1862,0000,0000,0,1859,0000,0000,0,1885,0000,0000,0,1954,0000,0000,0,1972,0000,0000,0,2026,0000,0000,0,2123,0000,0000,0,2202,0000,0000,0,2363,0000,0000
"Polk, GA",13233,0,6407,0000,0000,0,6580,0000,0000,0,6483,0000,0000,0,6505,0000,0000,0,6492,0000,0000,0,6460,0000,0000,0,6528,0000,0000,0,6522,0000,0000,0,6742,0000,0000,0,6826,0000,0000
"Pulaski, GA",13235,0,1578,0000,0000,0,1620,0000,0000,0,1666,0000,0000,0,1713,0000,0000,0,1710,0000,0000,0,1656,0000,0000,0,1672,0000,0000,0,1661,0000,0000,0,1686,0000,0000,0,1707,0000,0000
"Putnam, GA",13237,0,1957,0000,0000,0,2055,0000,0000,0,2048,0000,0000,0,2151,0000,0000,0,2232,0000,0000,0,2271,0000,0000,0,2335,0000,0000,0,2321,0000,0000,0,2323,0000,0000,0,2369,0000,0000
"Quitman, GA",13239,0,343,0000,0000,0,212,0000,0000,0,212,0000,0000,0,232,0000,0000,0,226,0000,0000,0,216,0000,0000,0,222,0000,0000,0,264,0000,0000,0,237,0000,0000,0,260,0000,0000
"Rabun, GA",13241,0,1868,0000,0000,0,1907,0000,0000,0,1859,0000,0000,0,1829,0000,0000,0,1830,0000,0000,0,1828,0000,0000,0,1797,0000,0000,0,1792,0000,0000,0,1834,0000,0000,0,1898,0000,0000
"Randolph, GA",13243,0,1564,0000,0000,0,1796,0000,0000,0,1786,0000,0000,0,1786,0000,0000,0,1814,0000,0000,0,1810,0000,0000,0,1861,0000,0000,0,1852,0000,0000,0,1809,0000,0000,0,1984,0000,0000
"Richmond, GA",13245,0,32264,0000,0000,0,33373,0000,0000,0,32097,0000,0000,0,32392,0000,0000,0,33660,0000,0000,0,34155,0000,0000,0,34799,0000,0000,0,35422,0000,0000,0,35918,0000,0000,0,36359,0000,0000
"Rockdale, GA",13247,0,9758,0000,0000,0,10337,0000,0000,0,10185,0000,0000,0,10534,0000,0000,0,10942,0000,0000,0,11441,0000,0000,0,11832,0000,0000,0,12046,0000,0000,0,12369,0000,0000,0,12530,0000,0000
"Schley, GA",13249,0,647,0000,0000,0,427,0000,0000,0,415,0000,0000,0,433,0000,0000,0,448,0000,0000,0,424,0000,0000,0,438,0000,0000,0,435,0000,0000,0,468,0000,0000,0,484,0000,0000
"Screven, GA",13251,0,2981,0000,0000,0,3010,0000,0000,0,2958,0000,0000,0,2950,0000,0000,0,3015,0000,0000,0,3039,0000,0000,0,3054,0000,0000,0,3155,0000,0000,0,3168,0000,0000,0,3291,0000,0000
"Seminole, GA",13253,0,1759,0000,0000,0,1831,0000,0000,0,1832,0000,0000,0,1842,0000,0000,0,1853,0000,0000,0,1869,0000,0000,0,1921,0000,0000,0,1935,0000,0000,0,2046,0000,0000,0,1982,0000,0000
"Spalding, GA",13255,0,10307,0000,0000,0,10141,0000,0000,0,10372,0000,0000,0,10408,0000,0000,0,10378,0000,0000,0,10404,0000,0000,0,10308,0000,0000,0,10256,0000,0000,0,10367,0000,0000,0,10391,0000,0000
"Stephens, GA",13257,0,3951,0000,0000,0,3980,0000,0000,0,3910,0000,0000,0,3919,0000,0000,0,4008,0000,0000,0,4004,0000,0000,0,4101,0000,0000,0,4148,0000,0000,0,4205,0000,0000,0,4221,0000,0000
"Stewart, GA",13259,0,1009,0000,0000,0,1005,0000,0000,0,959,0000,0000,0,981,0000,0000,0,948,0000,0000,0,917,0000,0000,0,921,0000,0000,0,871,0000,0000,0,856,0000,0000,0,914,0000,0000
"Sumter, GA",13261,0,5479,0000,0000,0,5410,0000,0000,0,5325,0000,0000,0,5449,0000,0000,0,5742,0000,0000,0,5688,0000,0000,0,5752,0000,0000,0,5849,0000,0000,0,5937,0000,0000,0,5700,0000,0000
"Talbot, GA",13263,0,1238,0000,0000,0,1010,0000,0000,0,982,0000,0000,0,985,0000,0000,0,976,0000,0000,0,941,0000,0000,0,927,0000,0000,0,944,0000,0000,0,924,0000,0000,0,954,0000,0000
"Taliaferro, GA",13265,0,298,0000,0000,0,171,0000,0000,0,168,0000,0000,0,174,0000,0000,0,194,0000,0000,0,193,0000,0000,0,178,0000,0000,0,173,0000,0000,0,164,0000,0000,0,161,0000,0000
"Tattnall, GA",13267,0,3018,0000,0000,0,3096,0000,0000,0,3121,0000,0000,0,3096,0000,0000,0,3116,0000,0000,0,3123,0000,0000,0,3140,0000,0000,0,3138,0000,0000,0,3211,0000,0000,0,3386,0000,0000
"Taylor, GA",13269,0,1618,0000,0000,0,1659,0000,0000,0,1628,0000,0000,0,1664,0000,0000,0,1642,0000,0000,0,1635,0000,0000,0,1589,0000,0000,0,1600,0000,0000,0,1723,0000,0000,0,1809,0000,0000
"Telfair, GA",13271,0,2308,0000,0000,0,2237,0000,0000,0,2221,0000,0000,0,2116,0000,0000,0,2116,0000,0000,0,2170,0000,0000,0,2208,0000,0000,0,2170,0000,0000,0,2233,0000,0000,0,2216,0000,0000
"Terrell, GA",13273,0,2042,0000,0000,0,1935,0000,0000,0,1883,0000,0000,0,1864,0000,0000,0,1889,0000,0000,0,1909,0000,0000,0,1877,0000,0000,0,1938,0000,0000,0,2055,0000,0000,0,2091,0000,0000
"Thomas, GA",13275,0,7859,0000,0000,0,8056,0000,0000,0,7939,0000,0000,0,7922,0000,0000,0,8151,0000,0000,0,8182,0000,0000,0,8290,0000,0000,0,8579,0000,0000,0,8788,0000,0000,0,8890,0000,0000
"Tift, GA",13277,0,7133,0000,0000,0,7398,0000,0000,0,7315,0000,0000,0,7288,0000,0000,0,7467,0000,0000,0,7480,0000,0000,0,7646,0000,0000,0,7596,0000,0000,0,7605,0000,0000,0,7566,0000,0000
"Toombs, GA",13279,0,4913,0000,0000,0,4988,0000,0000,0,4955,0000,0000,0,4896,0000,0000,0,4946,0000,0000,0,5027,0000,0000,0,5010,0000,0000,0,5013,0000,0000,0,5162,0000,0000,0,5199,0000,0000
"Towns, GA",13281,0,785,0000,0000,0,780,0000,0000,0,780,0000,0000,0,831,0000,0000,0,781,0000,0000,0,812,0000,0000,0,815,0000,0000,0,825,0000,0000,0,852,0000,0000,0,904,0000,0000
"Treutlen, GA",13283,0,1290,0000,0000,0,1371,0000,0000,0,1363,0000,0000,0,1335,0000,0000,0,1288,0000,0000,0,1292,0000,0000,0,1291,0000,0000,0,1293,0000,0000,0,1328,0000,0000,0,1358,0000,0000
"Troup, GA",13285,0,10167,0000,0000,0,10595,0000,0000,0,10520,0000,0000,0,10692,0000,0000,0,10767,0000,0000,0,10876,0000,0000,0,11175,0000,0000,0,10886,0000,0000,0,11078,0000,0000,0,11279,0000,0000
"Turner, GA",13287,0,2080,0000,0000,0,2105,0000,0000,0,2036,0000,0000,0,1999,0000,0000,0,1975,0000,0000,0,1941,0000,0000,0,1910,0000,0000,0,1958,0000,0000,0,2043,0000,0000,0,2025,0000,0000
"Twiggs, GA",13289,0,1847,0000,0000,0,1867,0000,0000,0,1825,0000,0000,0,2020,0000,0000,0,1815,0000,0000,0,1925,0000,0000,0,1885,0000,0000,0,1894,0000,0000,0,1992,0000,0000,0,2013,0000,0000
"Union, GA",13291,0,1779,0000,0000,0,1841,0000,0000,0,1866,0000,0000,0,1943,0000,0000,0,1968,0000,0000,0,1933,0000,0000,0,1997,0000,0000,0,2036,0000,0000,0,2198,0000,0000,0,2280,0000,0000
"Upson, GA",13293,0,4814,0000,0000,0,4877,0000,0000,0,4789,0000,0000,0,4918,0000,0000,0,5039,0000,0000,0,4863,0000,0000,0,4953,0000,0000,0,4984,0000,0000,0,4986,0000,0000,0,5032,0000,0000
"Walker, GA",13295,0,10594,0000,0000,0,10542,0000,0000,0,10228,0000,0000,0,10374,0000,0000,0,10279,0000,0000,0,10167,0000,0000,0,10167,0000,0000,0,10119,0000,0000,0,9985,0000,0000,0,10008,0000,0000
"Walton, GA",13297,0,6949,0000,0000,0,7252,0000,0000,0,7169,0000,0000,0,7346,0000,0000,0,7608,0000,0000,0,7767,0000,0000,0,8212,0000,0000,0,8347,0000,0000,0,8878,0000,0000,0,9524,0000,0000
"Ware, GA",13299,0,7137,0000,0000,0,7118,0000,0000,0,6976,0000,0000,0,6886,0000,0000,0,6808,0000,0000,0,6744,0000,0000,0,6862,0000,0000,0,6858,0000,0000,0,6782,0000,0000,0,6711,0000,0000
"Warren, GA",13301,0,1212,0000,0000,0,1083,0000,0000,0,1036,0000,0000,0,1052,0000,0000,0,1049,0000,0000,0,1058,0000,0000,0,1101,0000,0000,0,1127,0000,0000,0,1170,0000,0000,0,1146,0000,0000
"Washington, GA",13303,0,3466,0000,0000,0,3587,0000,0000,0,3540,0000,0000,0,3576,0000,0000,0,3629,0000,0000,0,3715,0000,0000,0,3747,0000,0000,0,3772,0000,0000,0,3852,0000,0000,0,3832,0000,0000
"Wayne, GA",13305,0,4417,0000,0000,0,4549,0000,0000,0,4510,0000,0000,0,4605,0000,0000,0,4668,0000,0000,0,4823,0000,0000,0,4848,0000,0000,0,4911,0000,0000,0,4895,0000,0000,0,5117,0000,0000
"Webster, GA",13307,0,427,0000,0000,0,272,0000,0000,0,276,0000,0000,0,280,0000,0000,0,257,0000,0000,0,273,0000,0000,0,296,0000,0000,0,301,0000,0000,0,324,0000,0000,0,361,0000,0000
"Wheeler, GA",13309,0,1082,0000,0000,0,1032,0000,0000,0,1028,0000,0000,0,1014,0000,0000,0,1001,0000,0000,0,1012,0000,0000,0,983,0000,0000,0,976,0000,0000,0,1026,0000,0000,0,1030,0000,0000
"White, GA",13311,0,2022,0000,0000,0,2146,0000,0000,0,2150,0000,0000,0,2259,0000,0000,0,2277,0000,0000,0,2308,0000,0000,0,2450,0000,0000,0,2515,0000,0000,0,2670,0000,0000,0,2792,0000,0000
"Whitfield, GA",13313,0,13366,0000,0000,0,13649,0000,0000,0,13287,0000,0000,0,13328,0000,0000,0,13496,0000,0000,0,13709,0000,0000,0,13837,0000,0000,0,14138,0000,0000,0,14548,0000,0000,0,14960,0000,0000
"Wilcox, GA",13315,0,1362,0000,0000,0,1380,0000,0000,0,1346,0000,0000,0,1355,0000,0000,0,1399,0000,0000,0,1371,0000,0000,0,1345,0000,0000,0,1365,0000,0000,0,1374,0000,0000,0,1347,0000,0000
"Wilkes, GA",13317,0,2073,0000,0000,0,2068,0000,0000,0,2085,0000,0000,0,2130,0000,0000,0,2089,0000,0000,0,2092,0000,0000,0,2130,0000,0000,0,2176,0000,0000,0,2171,0000,0000,0,2160,0000,0000
"Wilkinson, GA",13319,0,2117,0000,0000,0,2113,0000,0000,0,2044,0000,0000,0,2128,0000,0000,0,2095,0000,0000,0,2109,0000,0000,0,2115,0000,0000,0,2063,0000,0000,0,1993,0000,0000,0,2015,0000,0000
"Worth, GA",13321,0,4042,0000,0000,0,3965,0000,0000,0,3963,0000,0000,0,4045,0000,0000,0,4098,0000,0000,0,4224,0000,0000,0,4374,0000,0000,0,4330,0000,0000,0,4519,0000,0000,0,4635,0000,0000
HAWAII,15000,0,164336,0000,0000,0,166160,0000,0000,0,167488,0000,0000,0,169493,0000,0000,0,159285,0000,0000,0,174747,0000,0000,0,177448,0000,0000,0,180529,0000,0000,0,183869,0000,0000,0,187104,0000,0000
"Hawaii, HI",15001,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000
"Honolulu, HI",15003,0,164336,0000,0000,0,166160,0000,0000,0,167488,0000,0000,0,169493,0000,0000,0,159285,0000,0000,0,174747,0000,0000,0,177448,0000,0000,0,180529,0000,0000,0,183869,0000,0000,0,187104,0000,0000
"Kalawao, HI",15005,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000
"Kauai, HI",15007,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000
"Maui, HI",15009,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000,3,0,0000,0000
IDAHO,16000,0,211360,0000,0000,0,212444,0000,0000,0,214615,0000,0000,0,214926,0000,0000,0,220840,0000,0000,0,225826,0000,0000,0,231816,0000,0000,0,236917,0000,0000,0,240601,0000,0000,0,243243,0000,0000
"Ada, ID",16001,0,37359,0000,0000,0,37635,0000,0000,0,38584,0000,0000,0,38812,0000,0000,0,40311,0000,0000,0,41694,0000,0000,0,43542,0000,0000,0,45235,0000,0000,0,46428,0000,0000,0,47818,0000,0000
"Adams, ID",16003,0,593,0000,0000,0,616,0000,0000,0,606,0000,0000,0,610,0000,0000,0,598,0000,0000,0,617,0000,0000,0,630,0000,0000,0,643,0000,0000,0,675,0000,0000,0,673,0000,0000
"Bannock, ID",16005,0,14931,0000,0000,0,15052,0000,0000,0,15125,0000,0000,0,15136,0000,0000,0,15455,0000,0000,0,15429,0000,0000,0,15493,0000,0000,0,15733,0000,0000,0,15614,0000,0000,0,15564,0000,0000
"Bear Lake, ID",16007,0,1652,0000,0000,0,1611,0000,0000,0,1661,0000,0000,0,1660,0000,0000,0,1728,0000,0000,0,1734,0000,0000,0,1792,0000,0000,0,1791,0000,0000,0,1837,0000,0000,0,1848,0000,0000
"Benewah, ID",16009,0,1776,0000,0000,0,1801,0000,0000,0,1707,0000,0000,0,1644,0000,0000,0,1322,0000,0000,0,1301,0000,0000,0,1307,0000,0000,0,1320,0000,0000,0,1336,0000,0000,0,1347,0000,0000
"Bingham, ID",16011,0,11084,0000,0000,0,11033,0000,0000,0,11021,0000,0000,0,10999,0000,0000,0,11311,0000,0000,0,11487,0000,0000,0,11798,0000,0000,0,11751,0000,0000,0,11664,0000,0000,0,11506,0000,0000
"Blaine, ID",16013,0,2079,0000,0000,0,2163,0000,0000,0,2227,0000,0000,0,2275,0000,0000,0,2350,0000,0000,0,2500,0000,0000,0,2510,0000,0000,0,2673,0000,0000,0,2798,0000,0000,0,2852,0000,0000
"Boise, ID",16015,0,562,0000,0000,0,541,0000,0000,0,565,0000,0000,0,641,0000,0000,0,707,0000,0000,0,740,0000,0000,0,822,0000,0000,0,897,0000,0000,0,928,0000,0000,0,1084,0000,0000
"Bonner, ID",16017,0,4969,0000,0000,0,5055,0000,0000,0,5243,0000,0000,0,5252,0000,0000,0,5322,0000,0000,0,5478,0000,0000,0,5701,0000,0000,0,5932,0000,0000,0,6139,0000,0000,0,6167,0000,0000
"Bonneville, ID",16019,0,16287,0000,0000,0,16612,0000,0000,0,16982,0000,0000,0,17149,0000,0000,0,17896,0000,0000,0,18299,0000,0000,0,18644,0000,0000,0,19056,0000,0000,0,19038,0000,0000,0,19023,0000,0000
"Boundary, ID",16021,0,1494,0000,0000,0,1505,0000,0000,0,1674,0000,0000,0,1640,0000,0000,0,1718,0000,0000,0,1724,0000,0000,0,1743,0000,0000,0,1780,0000,0000,0,1807,0000,0000,0,1736,0000,0000
"Butte, ID",16023,0,787,0000,0000,0,748,0000,0000,0,748,0000,0000,0,767,0000,0000,0,765,0000,0000,0,761,0000,0000,0,735,0000,0000,0,732,0000,0000,0,710,0000,0000,0,691,0000,0000
"Camas, ID",16025,0,165,0000,0000,0,160,0000,0000,0,161,0000,0000,0,175,0000,0000,0,182,0000,0000,0,179,0000,0000,0,194,0000,0000,0,186,0000,0000,0,209,0000,0000,0,210,0000,0000
"Canyon, ID",16027,0,18082,0000,0000,0,18240,0000,0000,0,18185,0000,0000,0,18376,0000,0000,0,18689,0000,0000,0,19154,0000,0000,0,19916,0000,0000,0,20418,0000,0000,0,20980,0000,0000,0,21303,0000,0000
"Caribou, ID",16029,0,2221,0000,0000,0,2237,0000,0000,0,2225,0000,0000,0,2238,0000,0000,0,2289,0000,0000,0,2273,0000,0000,0,2283,0000,0000,0,2269,0000,0000,0,2232,0000,0000,0,2176,0000,0000
"Cassia, ID",16031,0,5175,0000,0000,0,5203,0000,0000,0,5197,0000,0000,0,5121,0000,0000,0,5326,0000,0000,0,5425,0000,0000,0,5494,0000,0000,0,5512,0000,0000,0,5515,0000,0000,0,5397,0000,0000
"Clark, ID",16033,0,170,0000,0000,0,149,0000,0000,0,148,0000,0000,0,174,0000,0000,0,166,0000,0000,0,185,0000,0000,0,197,0000,0000,0,241,0000,0000,0,227,0000,0000,0,225,0000,0000
"Clearwater, ID",16035,0,1940,0000,0000,0,1855,0000,0000,0,1796,0000,0000,0,1704,0000,0000,0,1710,0000,0000,0,1708,0000,0000,0,1683,0000,0000,0,1753,0000,0000,0,1761,0000,0000,0,1728,0000,0000
"Custer, ID",16037,0,1074,0000,0000,0,993,0000,0000,0,986,0000,0000,0,1007,0000,0000,0,1034,0000,0000,0,958,0000,0000,0,947,0000,0000,0,922,0000,0000,0,966,0000,0000,0,999,0000,0000
"Elmore, ID",16039,0,4218,0000,0000,0,4258,0000,0000,0,4289,0000,0000,0,4329,0000,0000,0,4362,0000,0000,0,4365,0000,0000,0,4725,0000,0000,0,4795,0000,0000,0,4952,0000,0000,0,4985,0000,0000
"Franklin, ID",16041,0,2713,0000,0000,0,2724,0000,0000,0,2766,0000,0000,0,2728,0000,0000,0,3353,0000,0000,0,2815,0000,0000,0,2842,0000,0000,0,2934,0000,0000,0,2939,0000,0000,0,2941,0000,0000
"Fremont, ID",16043,0,2642,0000,0000,0,2686,0000,0000,0,2696,0000,0000,0,2739,0000,0000,0,2793,0000,0000,0,2948,0000,0000,0,2855,0000,0000,0,2721,0000,0000,0,2673,0000,0000,0,2634,0000,0000
"Gem, ID",16045,0,2336,0000,0000,0,2353,0000,0000,0,2305,0000,0000,0,2311,0000,0000,0,2419,0000,0000,0,2461,0000,0000,0,2675,0000,0000,0,2709,0000,0000,0,2760,0000,0000,0,2827,0000,0000
"Gooding, ID",16047,0,2550,0000,0000,0,2537,0000,0000,0,2500,0000,0000,0,2511,0000,0000,0,3040,0000,0000,0,2767,0000,0000,0,2867,0000,0000,0,2907,0000,0000,0,3023,0000,0000,0,3076,0000,0000
"Idaho, ID",16049,0,2430,0000,0000,0,2423,0000,0000,0,2435,0000,0000,0,2486,0000,0000,0,2493,0000,0000,0,2510,0000,0000,0,2601,0000,0000,0,2609,0000,0000,0,2644,0000,0000,0,2631,0000,0000
"Jefferson, ID",16051,0,5141,0000,0000,0,5234,0000,0000,0,5189,0000,0000,0,5276,0000,0000,0,5339,0000,0000,0,5511,0000,0000,0,5606,0000,0000,0,5689,0000,0000,0,5800,0000,0000,0,5785,0000,0000
"Jerome, ID",16053,0,3333,0000,0000,0,3247,0000,0000,0,3344,0000,0000,0,3277,0000,0000,0,3398,0000,0000,0,3549,0000,0000,0,3615,0000,0000,0,3698,0000,0000,0,3842,0000,0000,0,3911,0000,0000
"Kootenai, ID",16055,0,12627,0000,0000,0,12531,0000,0000,0,12721,0000,0000,0,12646,0000,0000,0,13154,0000,0000,0,14084,0000,0000,0,14824,0000,0000,0,15559,0000,0000,0,16327,0000,0000,0,16847,0000,0000
"Latah, ID",16057,0,4479,0000,0000,0,4506,0000,0000,0,4563,0000,0000,0,4523,0000,0000,0,3923,0000,0000,0,4642,0000,0000,0,4644,0000,0000,0,4722,0000,0000,0,4779,0000,0000,0,4790,0000,0000
"Lemhi, ID",16059,0,1395,0000,0000,0,1445,0000,0000,0,1402,0000,0000,0,1424,0000,0000,0,1408,0000,0000,0,1423,0000,0000,0,1440,0000,0000,0,1410,0000,0000,0,1479,0000,0000,0,1524,0000,0000
"Lewis, ID",16061,0,1045,0000,0000,0,1054,0000,0000,0,1035,0000,0000,0,1038,0000,0000,0,1111,0000,0000,0,1120,0000,0000,0,1155,0000,0000,0,1202,0000,0000,0,1209,0000,0000,0,1251,0000,0000
"Lincoln, ID",16063,0,732,0000,0000,0,736,0000,0000,0,727,0000,0000,0,719,0000,0000,0,763,0000,0000,0,808,0000,0000,0,858,0000,0000,0,868,0000,0000,0,900,0000,0000,0,878,0000,0000
"Madison, ID",16065,0,5477,0000,0000,0,5638,0000,0000,0,5727,0000,0000,0,5842,0000,0000,0,5967,0000,0000,0,6077,0000,0000,0,5970,0000,0000,0,5944,0000,0000,0,5957,0000,0000,0,5921,0000,0000
"Minidoka, ID",16067,0,4617,0000,0000,0,5006,0000,0000,0,5082,0000,0000,0,5152,0000,0000,0,5257,0000,0000,0,5398,0000,0000,0,5411,0000,0000,0,5392,0000,0000,0,5361,0000,0000,0,5295,0000,0000
"Nez Perce, ID",16069,0,5759,0000,0000,0,5635,0000,0000,0,5668,0000,0000,0,5603,0000,0000,0,5629,0000,0000,0,5828,0000,0000,0,5859,0000,0000,0,5933,0000,0000,0,5882,0000,0000,0,5904,0000,0000
"Oneida, ID",16071,0,946,0000,0000,0,973,0000,0000,0,978,0000,0000,0,1024,0000,0000,0,1008,0000,0000,0,971,0000,0000,0,1009,0000,0000,0,996,0000,0000,0,993,0000,0000,0,1030,0000,0000
"Owyhee, ID",16073,0,2223,0000,0000,0,2223,0000,0000,0,2243,0000,0000,0,2242,0000,0000,0,2260,0000,0000,0,2352,0000,0000,0,2365,0000,0000,0,2537,0000,0000,0,2543,0000,0000,0,2561,0000,0000
"Payette, ID",16075,0,3580,0000,0000,0,3525,0000,0000,0,3512,0000,0000,0,3481,0000,0000,0,3639,0000,0000,0,3711,0000,0000,0,3802,0000,0000,0,4027,0000,0000,0,4106,0000,0000,0,4231,0000,0000
"Power, ID",16077,0,1837,0000,0000,0,1857,0000,0000,0,1840,0000,0000,0,1816,0000,0000,0,1806,0000,0000,0,1830,0000,0000,0,1856,0000,0000,0,1886,0000,0000,0,1923,0000,0000,0,1882,0000,0000
"Shoshone, ID",16079,0,3303,0000,0000,0,2979,0000,0000,0,2949,0000,0000,0,2928,0000,0000,0,2931,0000,0000,0,2788,0000,0000,0,2753,0000,0000,0,2748,0000,0000,0,2768,0000,0000,0,2750,0000,0000
"Teton, ID",16081,0,847,0000,0000,0,870,0000,0000,0,848,0000,0000,0,835,0000,0000,0,913,0000,0000,0,960,0000,0000,0,1000,0000,0000,0,1026,0000,0000,0,1172,0000,0000,0,1169,0000,0000
"Twin Falls, ID",16083,0,11498,0000,0000,0,11536,0000,0000,0,11773,0000,0000,0,11393,0000,0000,0,11622,0000,0000,0,11818,0000,0000,0,11986,0000,0000,0,12084,0000,0000,0,11924,0000,0000,0,12204,0000,0000
"Valley, ID",16085,0,1332,0000,0000,0,1328,0000,0000,0,1289,0000,0000,0,1313,0000,0000,0,1373,0000,0000,0,1436,0000,0000,0,1577,0000,0000,0,1620,0000,0000,0,1687,0000,0000,0,1704,0000,0000
"Washington, ID",16087,0,1900,0000,0000,0,1931,0000,0000,0,1893,0000,0000,0,1910,0000,0000,0,2000,0000,0000,0,2008,0000,0000,0,2090,0000,0000,0,2057,0000,0000,0,2094,0000,0000,0,2165,0000,0000
ILLINOIS,17000,0,1810530,0000,0000,0,1827680,0000,0000,0,1718680,0000,0000,0,1810789,0000,0000,0,1835240,0000,0000,0,1860949,0000,0000,0,1886342,0000,0000,0,1905624,0000,0000,0,1929153,0000,0000,0,1956874,0000,0000
"Adams, IL",17001,0,9971,0000,0000,0,10549,0000,0000,0,9421,0000,0000,0,10599,0000,0000,0,11158,0000,0000,0,11087,0000,0000,0,11592,0000,0000,0,11570,0000,0000,0,11848,0000,0000,0,12046,0000,0000
"Alexander, IL",17003,0,2079,0000,0000,0,2176,0000,0000,0,1815,0000,0000,0,1935,0000,0000,0,1942,0000,0000,0,2043,0000,0000,0,2057,0000,0000,0,2031,0000,0000,0,2037,0000,0000,0,2013,0000,0000
